instance id,request id,model,input,output,arrival,end_time,latency,queuing_delay,TTFT,TPOT,ITL
0,0,openai/gpt-oss-120b,1991,80,288582128,1017174861,728592733,0,188394215,6837955,"[6837982, 6837978, 6837975, 6837972, 6837969, 6837966, 6837963, 6837960, 6837957, 6837954, 6837951, 6837948, 6837945, 6837942, 6837939, 6837936, 6837933, 6837930, 6837927, 6837924, 6837921, 6837918, 6837915, 6837912, 6837909, 6837906, 6837903, 6837900, 6837897, 6837894, 6837891, 6837888, 6837885, 6837882, 6837879, 6837876, 6837873, 6837870, 6837867, 6837864, 6837861, 6837858, 6837855, 6837852, 6837849, 6837846, 6837843, 6837840, 6837837, 6837834, 6837831, 6837828, 6837825, 6837822, 6837819, 6837816, 6837813, 6837810, 6837838, 6837866, 6837895, 6837923, 6837952, 6837980, 6838009, 6838037, 6838066, 6838094, 6838123, 6838151, 6838180, 6838208, 6838237, 6838265, 6838294, 6838322, 6838351, 6838379, 6838408]"
0,1,openai/gpt-oss-120b,1408,160,8847057806,10536383734,1689325928,117055,188511266,9439085,"[6839741, 6839738, 6839735, 6839732, 6839729, 6839726, 6839723, 6839720, 6839717, 6839714, 6839711, 6839708, 6839705, 6839702, 6839699, 6839695, 6839692, 6839689, 6839686, 6839683, 6839680, 6839677, 6839674, 6839671, 6839668, 6839665, 6839662, 6839659, 6839656, 6839653, 6839650, 6839647, 6839644, 6839641, 6839638, 6839635, 6839632, 6839629, 6839626, 6839623, 6839620, 6839617, 6839614, 6839611, 6839608, 6839605, 6839602, 6839599, 6839596, 6839593, 6839590, 6839587, 6839584, 6839581, 6839578, 6839575, 6839572, 6839569, 6839566, 6839563, 6839560, 6839557, 6839554, 6839551, 6839548, 6839545, 6839542, 6839539, 6839536, 6839533, 6839530, 6839527, 6839523, 6839520, 6839517, 6839514, 6839511, 6839508, 6839505, 6839502, 6839499, 6839496, 6839493, 6839490, 6839487, 6839484, 6839481, 6839478, 6839475, 6839472, 6839469, 6839466, 6839463, 6839460, 6839457, 6839454, 6839451, 6839448, 6839445, 6839442, 6839439, 6839436, 6839433, 6839430, 6839427, 6839424, 6839421, 6839418, 6839415, 6839412, 6839409, 6839406, 6839403, 6839400, 6839397, 6839394, 6839391, 6839388, 6839385, 6839382, 6839379, 6839376, 6839373, 6839370, 6839367, 6839364, 6839361, 6839358, 6839355, 6839351, 6839348, 6839345, 6839342, 6839339, 6839336, 6839333, 6839330, 6839327, 6839324, 196238155, 7843970, 7843995, 7844021, 7844046, 7844072, 7844097, 7844123, 7844148, 7844174, 197882949, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390]"
0,2,openai/gpt-oss-120b,1389,171,9982570140,12017080553,2034510413,3693957,192088167,10837777,"[7843945, 7843970, 7843995, 7844021, 7844046, 7844072, 7844097, 7844123, 7844148, 7844174, 197882949, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390, 7847939, 7847964, 7847989, 7848015, 7848040, 7848066, 7848091, 7848117, 7848142, 7848168, 7848193, 7848218, 7848244, 7848269, 7848295, 7848320, 7848346, 7848371, 7848397, 7848422, 7848447, 7848473, 7848498, 7848524, 7848549, 7848575, 7848600, 7848625, 7848651, 7848676, 7848702, 7848727, 7848753, 7848778, 7848804, 7848829, 7848854, 7848880, 7848905, 7848931, 7848956, 7848982, 7849007, 7849033, 7849058, 7849083, 7849109, 7849134, 7849160, 7849185, 7849211, 7849236, 7849261, 7849287, 7849312, 7849338, 7849363, 7849389, 7849414, 7849440, 7849465, 7849490, 7849516, 7849541, 7849567, 7849592, 7849618, 7849643, 7849668, 7849694, 7849719, 7849745, 7849770, 7849796, 7849821, 7849847, 7849872, 7849897, 7849923, 7849948, 197882945, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390, 9489462, 9489535, 9489608, 9489681, 9489753, 9489826, 9489899, 9489972, 9490044, 9490117, 9490190, 9490263, 9490335, 9490408, 9490481, 9490554, 9490626, 9490699, 9490772, 9490845, 9490917, 9490990, 9491063, 9491136, 9491208, 9491281, 9491354, 9491427, 9491499, 9491572, 9491645, 9491718, 9491790, 9491863, 9491936, 9492009, 9492081, 9492154, 9492227, 9492300, 9492372, 9492445, 9492518, 9492591, 9492663, 9492736, 9492809, 9492882, 9492954, 9493027, 9493100, 9493173, 9493245, 9493318, 9493391, 9493464, 9493536, 9493609, 9493682, 9493755]"
0,4,openai/gpt-oss-120b,1377,93,11162182391,12189793688,1027611297,2116820,190511030,9098915,"[9488735, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390, 9489462, 9489535, 9489608, 9489681, 9489753, 9489826, 9489899, 9489972, 9490044, 9490117, 9490190, 9490263, 9490335, 9490408, 9490481, 9490554, 9490626, 9490699, 9490772, 9490845, 9490917, 9490990, 9491063, 9491136, 9491208, 9491281, 9491354, 9491427, 9491499, 9491572, 9491645, 9491718, 9491790, 9491863, 9491936, 9492009, 9492081, 9492154, 9492227, 9492300, 9492372, 9492445, 9492518, 9492591, 9492663, 9492736, 9492809, 9492882, 9492954, 9493027, 9493100, 9493173, 9493245, 9493318, 9493391, 9493464, 9493536, 9493609, 9493682, 9493755, 7850330, 7850355, 7850381, 7850406, 7850432, 7850457, 7850483, 7850508, 7850533, 7850559, 7850584, 7850610, 7850635, 7850661, 7850686, 7850712, 7850737, 7850762, 7850788, 7850813, 7850839, 7850864]"
0,3,openai/gpt-oss-120b,1832,209,10245668532,12367578425,2121909893,7430366,195824580,9260025,"[9488735, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390, 7847939, 7847964, 7847989, 7848015, 7848040, 7848066, 7848091, 7848117, 7848142, 7848168, 7848193, 7848218, 7848244, 7848269, 7848295, 7848320, 7848346, 7848371, 7848397, 7848422, 7848447, 7848473, 7848498, 7848524, 7848549, 7848575, 7848600, 7848625, 7848651, 7848676, 7848702, 7848727, 7848753, 7848778, 7848804, 7848829, 7848854, 7848880, 7848905, 7848931, 7848956, 7848982, 7849007, 7849033, 7849058, 7849083, 7849109, 7849134, 7849160, 7849185, 7849211, 7849236, 7849261, 7849287, 7849312, 7849338, 7849363, 7849389, 7849414, 7849440, 7849465, 7849490, 7849516, 7849541, 7849567, 7849592, 7849618, 7849643, 7849668, 7849694, 7849719, 7849745, 7849770, 7849796, 7849821, 7849847, 7849872, 7849897, 7849923, 7849948, 197882945, 9488807, 9488880, 9488953, 9489026, 9489099, 9489171, 9489244, 9489317, 9489390, 9489462, 9489535, 9489608, 9489681, 9489753, 9489826, 9489899, 9489972, 9490044, 9490117, 9490190, 9490263, 9490335, 9490408, 9490481, 9490554, 9490626, 9490699, 9490772, 9490845, 9490917, 9490990, 9491063, 9491136, 9491208, 9491281, 9491354, 9491427, 9491499, 9491572, 9491645, 9491718, 9491790, 9491863, 9491936, 9492009, 9492081, 9492154, 9492227, 9492300, 9492372, 9492445, 9492518, 9492591, 9492663, 9492736, 9492809, 9492882, 9492954, 9493027, 9493100, 9493173, 9493245, 9493318, 9493391, 9493464, 9493536, 9493609, 9493682, 9493755, 7850330, 7850355, 7850381, 7850406, 7850432, 7850457, 7850483, 7850508, 7850533, 7850559, 7850584, 7850610, 7850635, 7850661, 7850686, 7850712, 7850737, 7850762, 7850788, 7850813, 7850839, 7850864, 6837912, 6837909, 6837906, 6837903, 6837900, 6837897, 6837894, 6837891, 6837888, 6837885, 6837882, 6837879, 6837876, 6837873, 6837870, 6837867, 6837864, 6837861, 6837858, 6837855, 6837852, 6837849, 6837846, 6837843, 6837840, 6837837]"
0,6,openai/gpt-oss-120b,561,64,14202952986,14852441847,649488861,62019649,156498253,7825247,"[7815970, 7816273, 7816577, 7816880, 7817183, 7817486, 7817790, 7818093, 7818396, 7818699, 7819003, 7819306, 7819609, 7819913, 7820216, 7820519, 7820822, 7821126, 7821429, 7821732, 7822035, 7822339, 7822642, 7822945, 7823248, 7823552, 7823855, 7824158, 7824461, 7824765, 7825068, 7825371, 7825674, 7825978, 7826281, 7826584, 7826888, 7827191, 7827494, 7827797, 7828101, 7828404, 7828707, 7829010, 7829314, 7829617, 7829920, 7830223, 7830527, 7830830, 7831133, 7831436, 7831740, 7832043, 7832346, 7832650, 7832675, 7832700, 7832726, 7832751, 7832777, 7832802, 7832828]"
0,5,openai/gpt-oss-120b,1377,112,14076014614,15417516965,1341502351,563811,188958021,10383282,"[102294574, 7816273, 7816577, 7816880, 7817183, 7817486, 7817790, 7818093, 7818396, 7818699, 7819003, 7819306, 7819609, 7819913, 7820216, 7820519, 7820822, 7821126, 7821429, 7821732, 7822035, 7822339, 7822642, 7822945, 7823248, 7823552, 7823855, 7824158, 7824461, 7824765, 7825068, 7825371, 7825674, 7825978, 7826281, 7826584, 7826888, 7827191, 7827494, 7827797, 7828101, 7828404, 7828707, 7829010, 7829314, 7829617, 7829920, 7830223, 7830527, 7830830, 7831133, 7831436, 7831740, 7832043, 7832346, 7832650, 7832675, 7832700, 7832726, 7832751, 7832777, 7832802, 7832828, 196241134, 7846946, 7846972, 7846997, 7847023, 7847048, 7847074, 7847099, 7847125, 7847150, 7847175, 7847201, 7847226, 7847252, 7847277, 7847303, 7847328, 7847354, 7847379, 7847404, 7847430, 7847455, 7847481, 7847506, 7847532, 7847557, 7847582, 7847608, 7847633, 7847659, 7847684, 7847710, 7847735, 7847761, 7847786, 7847811, 7847837, 7847862, 7847888, 7847913, 7847939, 7847964, 7847989, 7848015, 7848040, 7848066, 7848091, 7848117]"
0,7,openai/gpt-oss-120b,1730,103,14847887287,15786798357,938911070,4554560,192948773,7313355,"[7846921, 7846946, 7846972, 7846997, 7847023, 7847048, 7847074, 7847099, 7847125, 7847150, 7847175, 7847201, 7847226, 7847252, 7847277, 7847303, 7847328, 7847354, 7847379, 7847404, 7847430, 7847455, 7847481, 7847506, 7847532, 7847557, 7847582, 7847608, 7847633, 7847659, 7847684, 7847710, 7847735, 7847761, 7847786, 7847811, 7847837, 7847862, 7847888, 7847913, 7847939, 7847964, 7847989, 7848015, 7848040, 7848066, 7848091, 7848117, 6838624, 6838621, 6838618, 6838615, 6838612, 6838609, 6838606, 6838603, 6838600, 6838597, 6838594, 6838591, 6838588, 6838585, 6838582, 6838579, 6838576, 6838573, 6838570, 6838567, 6838564, 6838561, 6838558, 6838555, 6838552, 6838549, 6838546, 6838543, 6838540, 6838537, 6838534, 6838531, 6838528, 6838525, 6838522, 6838519, 6838516, 6838513, 6838510, 6838507, 6838504, 6838501, 6838498, 6838494, 6838491, 6838488, 6838485, 6838482, 6838479, 6838476, 6838473, 6838470, 6838467, 6838464]"
0,8,openai/gpt-oss-120b,1023,216,17971310147,19537001556,1565691409,488210,94966817,6840579,"[6840878, 6840900, 6840896, 6840893, 6840890, 6840887, 6840884, 6840881, 6840878, 6840875, 6840872, 6840869, 6840866, 6840863, 6840860, 6840857, 6840854, 6840851, 6840848, 6840845, 6840842, 6840839, 6840836, 6840833, 6840830, 6840827, 6840824, 6840821, 6840818, 6840815, 6840812, 6840809, 6840806, 6840803, 6840800, 6840797, 6840794, 6840791, 6840788, 6840785, 6840782, 6840779, 6840776, 6840773, 6840770, 6840767, 6840764, 6840761, 6840758, 6840755, 6840752, 6840749, 6840746, 6840743, 6840740, 6840737, 6840734, 6840731, 6840727, 6840724, 6840721, 6840718, 6840715, 6840712, 6840709, 6840706, 6840703, 6840700, 6840697, 6840694, 6840691, 6840688, 6840685, 6840682, 6840679, 6840676, 6840673, 6840670, 6840667, 6840664, 6840661, 6840658, 6840655, 6840652, 6840649, 6840646, 6840643, 6840640, 6840637, 6840634, 6840631, 6840628, 6840625, 6840622, 6840619, 6840616, 6840613, 6840610, 6840607, 6840604, 6840601, 6840598, 6840595, 6840592, 6840589, 6840586, 6840583, 6840580, 6840577, 6840574, 6840571, 6840568, 6840565, 6840562, 6840559, 6840555, 6840552, 6840549, 6840546, 6840543, 6840540, 6840537, 6840534, 6840531, 6840528, 6840525, 6840522, 6840519, 6840516, 6840513, 6840510, 6840507, 6840504, 6840501, 6840498, 6840495, 6840492, 6840489, 6840486, 6840483, 6840480, 6840477, 6840474, 6840471, 6840468, 6840465, 6840462, 6840459, 6840456, 6840453, 6840450, 6840447, 6840444, 6840441, 6840438, 6840435, 6840432, 6840429, 6840426, 6840423, 6840420, 6840417, 6840414, 6840411, 6840408, 6840405, 6840402, 6840399, 6840396, 6840393, 6840390, 6840387, 6840383, 6840380, 6840377, 6840374, 6840371, 6840368, 6840365, 6840362, 6840359, 6840356, 6840353, 6840350, 6840347, 6840344, 6840341, 6840338, 6840335, 6840332, 6840329, 6840326, 6840323, 6840320, 6840317, 6840314, 6840311, 6840308, 6840305, 6840302, 6840299, 6840296, 6840293, 6840290, 6840287, 6840284, 6840281, 6840278, 6840275, 6840272, 6840269, 6840266, 6840263, 6840260, 6840257]"
0,9,openai/gpt-oss-120b,1499,67,25625570819,26265794060,640223241,430737,188824948,6839368,"[6839466, 6839463, 6839460, 6839457, 6839454, 6839451, 6839448, 6839445, 6839442, 6839439, 6839436, 6839433, 6839430, 6839427, 6839424, 6839421, 6839418, 6839415, 6839412, 6839409, 6839406, 6839403, 6839400, 6839397, 6839394, 6839391, 6839388, 6839385, 6839382, 6839379, 6839376, 6839373, 6839370, 6839367, 6839364, 6839361, 6839358, 6839355, 6839351, 6839348, 6839345, 6839342, 6839339, 6839336, 6839333, 6839330, 6839327, 6839324, 6839321, 6839318, 6839315, 6839312, 6839309, 6839306, 6839303, 6839300, 6839297, 6839294, 6839291, 6839288, 6839285, 6839282, 6839279, 6839276, 6839273, 6839270]"
